name,brewery_type,city,temp,state,rating,Average Yearly Temp
MillerCoors Brewing Co - Golden,large,Golden,51.8,Colorado,3.8,45.1
Mountain Toad Brewing,micro,Golden,51.8,Colorado,4.5,45.1
New Terrain Brewing Company,micro,Golden,51.8,Colorado,4.7,45.1
Sherpa Brewery Pvt. Ltd.,contract,Golden,51.8,Colorado,3.2,45.1
Mother Tucker Brewery,micro,Thornton,48.92,Colorado,4.7,45.1
BierWerks,brewpub,Woodland Park,71.96,Colorado,4.3,45.1
Ute Pass Brewing Co,brewpub,Woodland Park,71.96,Colorado,4.0,45.1
Big Choice Brewing Co,micro,Brighton,57.2,Colorado,4.6,45.1
Floodstage Ale Works,brewpub,Brighton,57.2,Colorado,4.4,45.1
Big Thompson Brewery,micro,Loveland,46.4,Colorado,4.7,45.1
Buckhorn Brewers LLC,micro,Loveland,46.4,Colorado,4.7,45.1
Crow Hop Brewing Co. Ltd.,micro,Loveland,46.4,Colorado,4.7,45.1
Loveland Aleworks,micro,Loveland,46.4,Colorado,4.7,45.1
Rock Bottom Brewery - Centerra Promenade,brewpub,Loveland,46.4,Colorado,3.8,45.1
Tilted Barrel Brew Pub,contract,Loveland,46.4,Colorado,4.3,45.1
Verboten Brewing,micro,Loveland,46.4,Colorado,4.7,45.1
Bonfire Brewing,micro,Eagle,57.92,Colorado,4.8,45.1
Bootstrap Brewing,micro,Longmont,48.2,Colorado,4.5,45.1
Left Hand Brewing Company,regional,Longmont,48.2,Colorado,4.6,45.1
Pumphouse Brewery and Restaurant,brewpub,Longmont,48.2,Colorado,4.5,45.1
Wibby Brewing,micro,Longmont,48.2,Colorado,4.7,45.1
Bootstrap Brewing Co,micro,Niwot,48.92,Colorado,4.5,45.1
Bottom Shelf Brewery,brewpub,Bayfield,39.92,Colorado,4.3,45.1
Brass Brewing Company,micro,Colorado Springs,48.02,Colorado,4.9,45.1
Bristol Brewing Co,micro,Colorado Springs,48.02,Colorado,4.3,45.1
Cerberus Brewing Company,brewpub,Colorado Springs,48.02,Colorado,4.6,45.1
Cogstone Brewing Co,brewpub,Colorado Springs,48.02,Colorado,4.6,45.1
Colorado Mountain Brewery,micro,Colorado Springs,48.02,Colorado,4.1,45.1
Dueces Wild Brewery,micro,Colorado Springs,48.02,Colorado,4.8,45.1
FH Beerworks,micro,Colorado Springs,48.02,Colorado,4.6,45.1
Gold Camp Brewing Co,micro,Colorado Springs,48.02,Colorado,4.6,45.1
Iron Bird Brewing Co.,brewpub,Colorado Springs,48.02,Colorado,4.4,45.1
Local Relic,brewpub,Colorado Springs,48.02,Colorado,4.8,45.1
Peaks N Pines Brewing Company,micro,Colorado Springs,48.02,Colorado,4.6,45.1
Phantom Canyon Brewing Co,brewpub,Colorado Springs,48.02,Colorado,4.2,45.1
Rock Bottom Brewery - Colorado Springs,brewpub,Colorado Springs,48.02,Colorado,4.1,45.1
Whistle Pig Brewing Company,micro,Colorado Springs,48.02,Colorado,3.6,45.1
Breckenridge Brewery & Pub,large,Breckenridge,35.6,Colorado,4.4,45.1
Brewery Rickoli,micro,Wheat Ridge,48.92,Colorado,4.7,45.1
Colorado Plus,brewpub,Wheat Ridge,48.92,Colorado,4.6,45.1
Brix Taphouse and Brewery,brewpub,Greeley,51.98,Colorado,4.5,45.1
"Rocky Mountain Taphouse, LLC",micro,Greeley,51.98,Colorado,4.7,45.1
WeldWerks Brewing Co.,micro,Greeley,51.98,Colorado,4.8,45.1
Butcherknife Brewing Company,micro,Steamboat Springs,46.94,Colorado,4.8,45.1
Mahogany Ridge Brewery & Grill,brewpub,Steamboat Springs,46.94,Colorado,4.6,45.1
Mountain Tap Brewery,brewpub,Steamboat Springs,46.94,Colorado,4.5,45.1
C.B. and Potts/Big Horn Brewery - Westminster,brewpub,Westminster,60.8,Colorado,4.1,45.1
Kokopelli Beer Company,brewpub,Westminster,60.8,Colorado,4.6,45.1
Carbondale Beer Works,brewpub,Carbondale,55.94,Colorado,4.3,45.1
City Star Brewing,micro,Berthoud,46.4,Colorado,4.7,45.1
Colorado Boy Pizzeria,brewpub,Montrose,60.8,Colorado,4.7,45.1
Horsefly Brewing Co,brewpub,Montrose,60.8,Colorado,4.0,45.1
Two Rascals Brewing Co,micro,Montrose,60.8,Colorado,4.5,45.1
Colorado Boy Pub & Brewery,brewpub,Ridgway,46.94,Colorado,4.9,45.1
Colorado Farm Brewery,micro,Alamosa,55.04,Colorado,5.0,45.1
San Luis Valley Brewing Co,brewpub,Alamosa,55.04,Colorado,3.8,45.1
Square Peg Brewerks,micro,Alamosa,55.04,Colorado,4.7,45.1
Copper Club Brewing Co,micro,Fruita,48.02,Colorado,4.8,45.1
Suds Brothers Brewing Co #2,brewpub,Fruita,48.02,Colorado,4.2,45.1
Denver Beer Co Olde Town Arvada,micro,Arvada,48.92,Colorado,4.5,45.1
"Grand Lake Brewing Co, The",brewpub,Arvada,48.92,Colorado,3.9,45.1
New Image Brewing Co,brewpub,Arvada,48.92,Colorado,4.6,45.1
Spice Trade Brewing,brewpub,Arvada,48.92,Colorado,4.3,45.1
Dillon Dam Brewery,brewpub,Dillon,44.06,Colorado,4.4,45.1
Pug Ryan's Brewing Company,brewpub,Dillon,44.06,Colorado,4.0,45.1
Dodgeton Creek Brewing Co.,planning,Trinidad,48.32,Colorado,4.8,45.1
Dolores River Brewery,brewpub,Dolores,52.06,Colorado,4.6,45.1
Dostal Alley Brewing Co,brewpub,Central City,51.98,Colorado,4.1,45.1
Dry Dock Brewing Co - North Dock,regional,Aurora,50.36,Colorado,4.5,45.1
Dry Dock Brewing Co- South Dock,micro,Aurora,50.36,Colorado,4.7,45.1
Launch Pad Brewery,micro,Aurora,50.36,Colorado,4.6,45.1
Peak To Peak Tap & Brew,brewpub,Aurora,50.36,Colorado,4.5,45.1
Pilothouse Brewing Company,micro,Aurora,50.36,Colorado,4.5,45.1
Eddyline Brewing LLC,micro,Buena Vista,52.52,Colorado,4.3,45.1
Edgewater Brewery,brewpub,Grand Junction,50.72,Colorado,4.3,45.1
Kannah Creek Brewing Co,brewpub,Grand Junction,50.72,Colorado,4.2,45.1
Rockslide Brewing Co,brewpub,Grand Junction,50.72,Colorado,4.2,45.1
Elevation Beer Company,micro,Poncha Springs,52.52,Colorado,4.7,45.1
Elk Avenue Brewing Company,brewpub,Crested Butte,44.96,Colorado,4.1,45.1
Irwin Brewing Company,micro,Crested Butte,44.96,Colorado,5.0,45.1
Estes Park Brewery,micro,Estes Park,44.6,Colorado,3.0,45.1
Lumpy Ridge Brewing Co,micro,Estes Park,44.6,Colorado,4.6,45.1
Rock Cut Brewing Company,micro,Estes Park,44.6,Colorado,4.8,45.1
Glenwood Canyon Brewing Co,brewpub,Glenwood Springs,42.08,Colorado,4.4,45.1
Gore Range Brewery,brewpub,Edwards,35.96,Colorado,4.0,45.1
Grand Adventure Brewing Company,brewpub,Kremmling,38.84,Colorado,4.1,45.1
High Alpine Brewing Company,brewpub,Gunnison,44.96,Colorado,4.7,45.1
High Hops Brewery,micro,Windsor,51.98,Colorado,4.5,45.1
Mash Lab Brewing,micro,Windsor,51.98,Colorado,4.5,45.1
HighSide Brewery,micro,Frisco,73.4,Colorado,4.4,45.1
Outer Range Brewing Co,micro,Frisco,73.4,Colorado,4.8,45.1
WildEdge Brewing Collective,brewpub,Cortez,48.02,Colorado,4.8,45.1
Joyride Brewing Co,micro,Edgewater,89.6,Colorado,4.6,45.1
Lake City Brewing Company,brewpub,Lake City,44.96,Colorado,4.3,45.1
Lone Tree Brewing Co,micro,Lone Tree,48.92,Colorado,4.6,45.1
Mad Jack's Mountain Brewery,micro,Bailey,48.92,Colorado,4.8,45.1
Manitou Brewing Company,brewpub,Manitou Springs,44.6,Colorado,4.5,45.1
Moonlight Pizza,brewpub,Salida,52.52,Colorado,4.4,45.1
Never Summer Brewing Co,micro,Granby,52.34,Colorado,4.7,45.1
Oskar Blues Brewery - Lyons,brewpub,Lyons,51.08,Colorado,4.1,45.1
Ouray Brewery,brewpub,Ouray,46.94,Colorado,4.0,45.1
Ourayle House Brewery,micro,Ouray,46.94,Colorado,4.1,45.1
Red Mountain Brewing,brewpub,Ouray,46.94,Colorado,4.2,45.1
Palisade Brewing Company,brewpub,Palisade,50.72,Colorado,4.6,45.1
Paonia United Brewing Company,micro,Paonia,50.72,Colorado,4.8,45.1
Paradox Beer Co,micro,Divide,44.6,Colorado,4.8,45.1
Pdub Brewing Co,brewpub,Pueblo,48.02,Colorado,4.3,45.1
Shamrock Brewing Company,brewpub,Pueblo,48.02,Colorado,4.5,45.1
Walter Brewing Company,micro,Pueblo,48.02,Colorado,4.6,45.1
Periodic Brewing Northglenn,micro,Northglenn,48.92,Colorado,4.5,45.1
Rails End Beer Company,micro,Broomfield,48.92,Colorado,4.7,45.1
Wonderland Brewing Co.,micro,Broomfield,48.92,Colorado,4.2,45.1
Riff Raff Brewing,brewpub,Pagosa Springs,46.04,Colorado,4.3,45.1
Royal Gorge Brew Pub,brewpub,Canon City,51.2,Colorado,3.8,45.1
Smuggler's Brewpub,brewpub,Telluride,46.94,Colorado,4.2,45.1
The Brew On Broadway (The BoB),micro,Englewood,48.92,Colorado,4.7,45.1
Tommyknocker Brewery & Pub,micro,Idaho Springs,48.92,Colorado,4.4,45.1
Westbound & Down Brewing Company,brewpub,Idaho Springs,48.92,Colorado,4.4,45.1
Two22 Brew,micro,Centennial,48.92,Colorado,4.6,45.1
Dreaming Creek Brewery,micro,Richmond,60.8,Kentucky,4.8,55.6
3rd Turn Brewing,micro,Louisville,62.06,Kentucky,4.8,55.6
Apocalypse Brew Works,micro,Louisville,62.06,Kentucky,4.7,55.6
Bluegrass Brewing Co - Brewpub,brewpub,Louisville,62.06,Kentucky,4.2,55.6
Cumberland Brewery,brewpub,Louisville,62.06,Kentucky,4.6,55.6
Falls City Brewing Company,micro,Louisville,62.06,Kentucky,4.5,55.6
Goodwood Brewing Co,micro,Louisville,62.06,Kentucky,4.4,55.6
Gordon Biersch Brewery Restaurant - Louisville,brewpub,Louisville,62.06,Kentucky,4.0,55.6
Gravely Brewing Co.,micro,Louisville,62.06,Kentucky,4.5,55.6
Great Flood Brewing,micro,Louisville,62.06,Kentucky,4.7,55.6
Great Flood Brewing- Production Facility,micro,Louisville,62.06,Kentucky,4.7,55.6
Holsopple Brewing,micro,Louisville,62.06,Kentucky,4.8,55.6
Hopcat - Louisville,brewpub,Louisville,62.06,Kentucky,4.2,55.6
Mile Wide Beer Co.,micro,Louisville,62.06,Kentucky,4.7,55.6
Monnik Beer Company,brewpub,Louisville,62.06,Kentucky,4.6,55.6
Old Louisville Brewery,micro,Louisville,62.06,Kentucky,4.8,55.6
Rooster Brewing,micro,Paris,60.8,Kentucky,4.9,55.6
Alltech's Lexington Brewing,regional,Lexington,62.06,Kentucky,4.5,55.6
Blue Stallion Brewing Company,micro,Lexington,62.06,Kentucky,4.7,55.6
Chase Brewing Company / Chase Tap Room,brewpub,Lexington,62.06,Kentucky,3.5,55.6
Country Boy Brewing,micro,Lexington,62.06,Kentucky,4.7,55.6
Ethereal Brewing,micro,Lexington,62.06,Kentucky,4.7,55.6
Life Brewpub,brewpub,Lexington,62.06,Kentucky,3.9,55.6
Mirror Twin Brewing,brewpub,Lexington,62.06,Kentucky,4.7,55.6
Pivot Brewing Company,micro,Lexington,62.06,Kentucky,4.6,55.6
Rock House Brewing,micro,Lexington,62.06,Kentucky,4.8,55.6
Town Branch Distillery,micro,Lexington,62.06,Kentucky,4.5,55.6
West Sixth Greenroom,micro,Lexington,62.06,Kentucky,4.8,55.6
Bircus Brewing,micro,Ludlow,60.98,Kentucky,5.0,55.6
Braxton Labs,micro,Bellevue,62.6,Kentucky,4.8,55.6
Darkness Brewing,micro,Bellevue,62.6,Kentucky,4.8,55.6
Dry Ground Brewing Company,micro,Paducah,62.96,Kentucky,4.8,55.6
Paducah Beer Werks,brewpub,Paducah,62.96,Kentucky,4.6,55.6
Dueling Barrels,micro,Pikeville,55.4,Kentucky,5.0,55.6
Hofbrauhaus Newport,brewpub,Newport,57.2,Kentucky,4.5,55.6
Wooden Cask Brewing Company,micro,Newport,57.2,Kentucky,4.5,55.6
Hopkinsville Brewing Company,micro,Hopkinsville,62.96,Kentucky,4.7,55.6
Jarfly Brewing Co,micro,Somerset,64.04,Kentucky,4.9,55.6
Lemons Mill Brewery,micro,Harrodsburg,62.06,Kentucky,5.0,55.6
White Squirrel Brewery,brewpub,Bowling Green,62.96,Kentucky,4.6,55.6
Seminar Brewing,brewpub,Florence,69.08,South Carolina,4.6,62.4
Brewery 85,micro,Greenville,80.96,South Carolina,4.7,62.4
Quest Brewing Company,micro,Greenville,80.96,South Carolina,4.7,62.4
Thomas Creek Brewery,micro,Greenville,80.96,South Carolina,4.6,62.4
Krafty Draft Brew Pub,brewpub,Lexington,62.06,South Carolina,4.7,62.4
Old Mill Brewpub,brewpub,Lexington,62.06,South Carolina,4.4,62.4
Conquest Brewing Co.,micro,Columbia,86.0,South Carolina,4.6,62.4
CottonTown Brew Lab,micro,Columbia,86.0,South Carolina,4.8,62.4
Hunter Gatherer Brewery and Alehouse,brewpub,Columbia,86.0,South Carolina,4.5,62.4
River Rat Brewery,brewpub,Columbia,86.0,South Carolina,4.3,62.4
Aiken Brewing Co,brewpub,Aiken,87.08,South Carolina,4.3,62.4
Blue Ridge Brewing Co/Foothills Brewing,brewpub,Greer,80.96,South Carolina,4.3,62.4
Charles Towne Fermentory,micro,Charleston,59.0,South Carolina,4.7,62.4
Cooper River Brewing Company,micro,Charleston,59.0,South Carolina,4.8,62.4
Fatty's Beer Works,contract,Charleston,59.0,South Carolina,4.4,62.4
Munkle Brewing Company,micro,Charleston,59.0,South Carolina,4.8,62.4
Revelry Brewing Co.,micro,Charleston,59.0,South Carolina,4.7,62.4
Snafu Brewing Company,micro,Charleston,59.0,South Carolina,4.8,62.4
The Hold By Revelry Brewing,micro,Charleston,59.0,South Carolina,4.9,62.4
Tradesman Brewing Company,micro,Charleston,59.0,South Carolina,4.8,62.4
Twisted Cypress Brewing Company,micro,Charleston,59.0,South Carolina,4.7,62.4
Ciclops Cyderi and Brewery,brewpub,Spartanburg,80.96,South Carolina,4.9,62.4
Commonhouse Aleworks,micro,North Charleston,59.0,South Carolina,4.8,62.4
Lo-Fi Brewing,micro,North Charleston,59.0,South Carolina,5.0,62.4
Pawleys Island Brewing Company,brewpub,North Charleston,59.0,South Carolina,5.0,62.4
Dead Eric Brewing Co. LLC,micro,Ridgeland,86.0,South Carolina,5.0,62.4
Full Spectrum Brewing Co,micro,Fort Mill,80.96,South Carolina,4.6,62.4
Good Times Brewing,brewpub,Greenwood,70.88,South Carolina,4.8,62.4
Gordon Biersch Brewery Restaurant - Myrtle Beach,brewpub,Myrtle Beach,82.04,South Carolina,4.3,62.4
New South Brewing Co,micro,Myrtle Beach,82.04,South Carolina,4.7,62.4
Legal Remedy Brewing,brewpub,Rock Hill,80.96,South Carolina,4.6,62.4
New Groove Artisan Brewery,brewpub,Boiling Springs,80.96,South Carolina,4.8,62.4
Rail Line Brewing,brewpub,Simpsonville,82.04,South Carolina,4.3,62.4
Salt Marsh Brewing,brewpub,Bluffton,55.94,South Carolina,4.8,62.4
Southern Barrel Brewing Company,micro,Bluffton,55.94,South Carolina,4.4,62.4
Swamp Rabbit Brewery and Taproom,micro,Travelers Rest,80.96,South Carolina,4.5,62.4
BlueTarp Brewing Co,micro,Decatur,69.98,Georgia,4.4,63.5
Three Taverns Craft Brewery,micro,Decatur,69.98,Georgia,4.6,63.5
Twain's Brewpub & Billiards,brewpub,Decatur,69.98,Georgia,4.3,63.5
Left Nut Brewing Co,micro,Gainesville,87.98,Georgia,4.8,63.5
5 Seasons Brewing Co - Prado,brewpub,Sandy Springs,82.04,Georgia,4.0,63.5
Porter Pizza & Brewery,brewpub,Sandy Springs,82.04,Georgia,4.5,63.5
Abide Brewing Company,micro,Newnan,78.08,Georgia,4.8,63.5
Akademia Brewing Company,brewpub,Athens,71.96,Georgia,4.5,63.5
Southern Brewing Company,micro,Athens,71.96,Georgia,4.9,63.5
Chattabrewchee Southern Brewhouse,micro,West Point,73.04,Georgia,5.0,63.5
Cherokee Brewing + Pizza Company,brewpub,Dalton,75.02,Georgia,4.6,63.5
Eventide Brewing Co,micro,Atlanta,78.08,Georgia,4.7,63.5
Gordon Biersch Brewery Restaurant - Atlanta,brewpub,Atlanta,78.08,Georgia,4.1,63.5
Max Lager's Wood Fired Grill & Brewery,brewpub,Atlanta,78.08,Georgia,4.1,63.5
Monday Night Brewing - Garage,micro,Atlanta,78.08,Georgia,4.8,63.5
Orpheus Brewing,micro,Atlanta,78.08,Georgia,4.5,63.5
Park Tavern Brewery,brewpub,Atlanta,78.08,Georgia,4.1,63.5
Red Brick Brewing Co / Atlanta Brewing Co,micro,Atlanta,78.08,Georgia,4.7,63.5
Second Self Brewing,micro,Atlanta,78.08,Georgia,4.6,63.5
Stats Brewpub,brewpub,Atlanta,78.08,Georgia,4.1,63.5
The Wrecking Bar Brewpub,brewpub,Atlanta,78.08,Georgia,4.7,63.5
Torched Hop Brewing Company,brewpub,Atlanta,78.08,Georgia,4.6,63.5
Grumpy Old Men Brewing,micro,Blue Ridge,53.06,Georgia,4.9,63.5
Gate City Brewing Company,micro,Roswell,64.4,Georgia,4.6,63.5
Variant Brewing Company,micro,Roswell,64.4,Georgia,4.9,63.5
Ironmonger Brewing,micro,Marietta,78.08,Georgia,4.4,63.5
"Johnnie MacCracken's Celtic Firehouse Pub, Inc.",brewpub,Marietta,78.08,Georgia,4.4,63.5
Red Hare Brewing Company,micro,Marietta,78.08,Georgia,4.7,63.5
Jailhouse Brewing Co,micro,Hampton,42.8,Georgia,4.8,63.5
Macon Beer Company,proprietor,Macon,84.02,Georgia,4.5,63.5
Ocmulgee Brewpub,brewpub,Macon,84.02,Georgia,4.5,63.5
Pretoria Fields Collective,micro,Albany,69.08,Georgia,4.6,63.5
Moon River Brewing Co,brewpub,Savannah,86.54,Georgia,3.9,63.5
Service Brewing Company,micro,Savannah,86.54,Georgia,4.7,63.5
Two Tides Brewing Company,micro,Savannah,86.54,Georgia,4.9,63.5
Printer's Ale Manufacturing Co.,micro,Carrollton,78.08,Georgia,4.9,63.5
Rome City Brewing Co,brewpub,Rome,64.4,Georgia,5.0,63.5
Savannah River Brewing Company,micro,Augusta,51.98,Georgia,4.8,63.5
Slow Pour Brewing Company,micro,Lawrenceville,57.92,Georgia,4.8,63.5
Strawn Brewing Co,micro,Fairburn,78.08,Georgia,5.0,63.5
Tucker Brewing Company,micro,Tucker,53.06,Georgia,4.8,63.5
Decatur Brew Works,micro,Decatur,69.98,Illinois,4.6,51.8
Door 4 Brewing Co,micro,Decatur,69.98,Illinois,4.8,51.8
Industry Brewing,brewpub,Peoria,50.72,Illinois,4.4,51.8
Obed & Isaac's Microbrewery and Eatery - Peoria,brewpub,Peoria,50.72,Illinois,4.3,51.8
Hopvine Brewing Company,brewpub,Aurora,50.36,Illinois,4.1,51.8
BuckleDown Brewing,micro,Lyons,51.08,Illinois,4.5,51.8
1905 Brewing Company,micro,Assumption,54.68,Illinois,4.2,51.8
350 Brewing Co,brewpub,Tinley Park,50.36,Illinois,4.5,51.8
HailStorm Brewing Company,micro,Tinley Park,50.36,Illinois,4.7,51.8
Aleman Brewing,micro,Chicago,50.36,Illinois,5.0,51.8
All Rise Brewing Co,brewpub,Chicago,50.36,Illinois,4.4,51.8
Band Of Bohemia,brewpub,Chicago,50.36,Illinois,4.6,51.8
Birreria @ Eataly,brewpub,Chicago,50.36,Illinois,3.9,51.8
Burnt City Brewing,micro,Chicago,50.36,Illinois,4.4,51.8
Chicago Beer Company,contract,Chicago,50.36,Illinois,4.7,51.8
Corridor Brewery & Provisions,brewpub,Chicago,50.36,Illinois,4.5,51.8
Cruz Blanca Brewery,brewpub,Chicago,50.36,Illinois,4.5,51.8
Dovetail Brewery,micro,Chicago,50.36,Illinois,4.7,51.8
Empirical Brewery,micro,Chicago,50.36,Illinois,4.7,51.8
Eris Brewery And Cider House,brewpub,Chicago,50.36,Illinois,4.6,51.8
Forbidden Root Restaurant & Brewery,micro,Chicago,50.36,Illinois,4.6,51.8
Goose Island Beer Co / Fulton St,large,Chicago,50.36,Illinois,4.7,51.8
Greenstar Brewing At Uncommon Ground,brewpub,Chicago,50.36,Illinois,4.6,51.8
Hamburger Mary's/Andersonville Brewing Company,brewpub,Chicago,50.36,Illinois,4.2,51.8
Haymarket Pub and Brewery,brewpub,Chicago,50.36,Illinois,4.3,51.8
Hopewell Brewing Co,micro,Chicago,50.36,Illinois,4.6,51.8
Horse Thief Hollow Brewery,brewpub,Chicago,50.36,Illinois,4.4,51.8
Lake Effect Brewing Company,micro,Chicago,50.36,Illinois,4.8,51.8
Lo Rez Brewing,micro,Chicago,50.36,Illinois,4.5,51.8
Maplewood Brewing Company,micro,Chicago,50.36,Illinois,4.8,51.8
Marz Community Brewing,proprietor,Chicago,50.36,Illinois,4.6,51.8
Middle Brow Beer Company,micro,Chicago,50.36,Illinois,5.0,51.8
Motor Row Brewing,micro,Chicago,50.36,Illinois,4.8,51.8
Old Irving Brewing Co.,brewpub,Chicago,50.36,Illinois,4.5,51.8
On Tour Brewing Co.,micro,Chicago,50.36,Illinois,4.8,51.8
Open Outcry,brewpub,Chicago,50.36,Illinois,4.8,51.8
Piece Brewery,brewpub,Chicago,50.36,Illinois,4.5,51.8
Revolution Brewing - Brewpub,brewpub,Chicago,50.36,Illinois,4.6,51.8
Rock Bottom Brewery - Chicago,brewpub,Chicago,50.36,Illinois,3.9,51.8
Spiteful Brewing,micro,Chicago,50.36,Illinois,4.8,51.8
Whiner Beer Company,micro,Chicago,50.36,Illinois,4.8,51.8
Myths and Legends Brewing Company,micro,Westmont,50.36,Illinois,4.7,51.8
"718BrewCafe, LLP",brewpub,Metropolis,62.96,Illinois,4.8,51.8
Around the Bend Beer Co.,contract,Oak Park,50.36,Illinois,5.0,51.8
Oak Park Brewing Company,brewpub,Oak Park,50.36,Illinois,4.1,51.8
Arrowhead Ales Brewing Company,brewpub,New Lenox,50.36,Illinois,4.4,51.8
Bent River Brewing Co,brewpub,Moline,48.92,Illinois,4.4,51.8
Bent River Brewing Co Production & Tasting Room,micro,Rock Island,48.92,Illinois,4.4,51.8
Blue Cat Brew Pub,brewpub,Rock Island,48.92,Illinois,4.3,51.8
Radicle Effect Brewerks,micro,Rock Island,48.92,Illinois,4.7,51.8
Wake Brewing,micro,Rock Island,48.92,Illinois,4.7,51.8
Big Muddy Brewing Co,micro,Murphysboro,62.06,Illinois,4.8,51.8
Blind Pig Brewery,brewpub,Champaign,53.06,Illinois,4.7,51.8
DESTIHL - Champaign,brewpub,Champaign,53.06,Illinois,4.6,51.8
Blue Nose Brewery,micro,Hodgkins,50.36,Illinois,4.5,51.8
Border Town Pub,brewpub,Momence,50.36,Illinois,4.4,51.8
BrickStone Brewery Brewpub,brewpub,Bourbonnais,50.36,Illinois,4.4,51.8
Buffalo Creek Brewing,micro,Long Grove,48.92,Illinois,4.6,51.8
Buzz Bomb Brewing Co,micro,Springfield,55.94,Illinois,4.7,51.8
Engrained Brewing Co,brewpub,Springfield,55.94,Illinois,4.4,51.8
Obed & Isaac's,micro,Springfield,55.94,Illinois,4.2,51.8
Timotheus Brothers Brewery,micro,Springfield,55.94,Illinois,4.5,51.8
Carlyle Brewing Co,brewpub,Rockford,46.94,Illinois,4.5,51.8
Prairie Street Brewing Co.,brewpub,Rockford,46.94,Illinois,4.2,51.8
Crystal Lake Brewing Co.,micro,Crystal Lake,50.0,Illinois,4.6,51.8
DESTIHL - Normal,brewpub,Normal,50.72,Illinois,4.5,51.8
White Oak Brewing,micro,Normal,50.72,Illinois,4.8,51.8
Dry City Brew Works,micro,Wheaton,32.0,Illinois,4.5,51.8
Emmett's Brewing Co - Wheaton,brewpub,Wheaton,32.0,Illinois,4.0,51.8
Elder Brewing Co.,micro,Joliet,50.36,Illinois,4.8,51.8
Elmhurst Brewing Company,brewpub,Elmhurst,69.98,Illinois,4.5,51.8
Emmett's Brewing Co - Downers Grove,brewpub,Downers Grove,50.36,Illinois,4.3,51.8
Emmett's Brewing Co - Palatine,brewpub,Palatine,50.36,Illinois,4.3,51.8
Emmett's Brewing Co - West Dundee,brewpub,West Dundee,50.36,Illinois,4.2,51.8
Excel Brewing Co,micro,Breese,57.92,Illinois,4.8,51.8
Exit Strategy Brewing Company,brewpub,Forest Park,78.08,Illinois,4.6,51.8
Flapjack Brewery,brewpub,Berwyn,50.36,Illinois,4.7,51.8
Flossmoor Station Brewing Co,brewpub,Flossmoor,50.36,Illinois,4.4,51.8
Forge Brewhouse,brewpub,Sycamore,50.36,Illinois,4.7,51.8
Generations Brewing Company,micro,Freeport,84.2,Illinois,4.9,51.8
Geneseo Brewing Company,brewpub,Geneseo,48.92,Illinois,4.6,51.8
Lionstone Brewing,brewpub,Geneseo,48.92,Illinois,4.4,51.8
Gordon Biersch Brewery Restaurant - Bolingbrook,brewpub,Bolingbrook,50.36,Illinois,3.8,51.8
Grafton Winery & Brewhaus,micro,Grafton,60.25,Illinois,4.4,51.8
Rock Bottom Brewery - Orland Park,brewpub,Orland Park,50.36,Illinois,4.0,51.8
Half Day Brewing Company,brewpub,Lincolnshire,50.0,Illinois,4.0,51.8
Hand of Fate Brewing Co,micro,Petersburg,78.8,Illinois,4.9,51.8
Hopskeller Brewing Company,brewpub,Waterloo,55.4,Illinois,4.7,51.8
Stubborn German Brewing Co,micro,Waterloo,55.4,Illinois,4.8,51.8
Imperial Oak Brewing Co,micro,Willow Springs,59.0,Illinois,4.8,51.8
JT Walker's/Champaign County Brewing Co,brewpub,Mahomet,53.06,Illinois,4.1,51.8
Lake Bluff Brewing Company,micro,Lake Bluff,50.0,Illinois,4.7,51.8
Lieferbrau Brewery LLC,micro,Red Bud,57.92,Illinois,4.7,51.8
Lot 50 Brewing,micro,Paris,60.8,Illinois,4.9,51.8
Lunar Brewing Co,proprietor,Villa Park,75.92,Illinois,4.5,51.8
More Brewing Co,brewpub,Villa Park,75.92,Illinois,4.5,51.8
Metal Monkey Brewing LLC,micro,Romeoville,50.36,Illinois,4.8,51.8
Mickey Finns Brewery,brewpub,Libertyville,50.0,Illinois,4.0,51.8
Mikerphone Brewing,micro,Elk Grove Village,50.36,Illinois,4.7,51.8
O'Griffs Grill & Brewhouse,brewpub,Quincy,84.92,Illinois,3.9,51.8
Only Child Brewing Company,micro,Gurnee,50.0,Illinois,4.7,51.8
Penrose Brewing Company,micro,Geneva,62.6,Illinois,4.7,51.8
Stockholms Vardshus,brewpub,Geneva,62.6,Illinois,4.0,51.8
